variant,split,boundary_key,n,question_key_count,metric_count,std_tau1,std_tau2,std_tau3,std_tau4,mean_abs_tau_diff,p50_abs_tau_diff,p90_abs_tau_diff,p95_abs_tau_diff,p99_abs_tau_diff,max_abs_tau_diff,max_diff_tau_index,example_sample_ids,example_question_keys,example_metrics
qmr,dev,3352d00703774d34f72ac222a987038c30be918f,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""31881c483e1c1ec37c250e1660678aaeedf6b99c"", ""75549d80e6fb89c758dfe6f146095178a9861d52"", ""7c803f5f38a1a1733cab990cba9d9b343422487a"", ""c4c8f15891fd7b4e8b49adbf1f31af461c380abe"", ""cc39fa978fcb8db5a57189641e7d32b52a4c1550""]","[""985d78ba4991a939fdc1da22aedc7db26d96a046"", ""985d78ba4991a939fdc1da22aedc7db26d96a046"", ""985d78ba4991a939fdc1da22aedc7db26d96a046"", ""985d78ba4991a939fdc1da22aedc7db26d96a046"", ""985d78ba4991a939fdc1da22aedc7db26d96a046""]","[""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy""]"
qmr,dev,34418073875b9de575a205c208e4e33c0985e038,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""03eaab12a03a161693cdae93f04e88f87c670bb7"", ""16e8063adc889ce5d9fb20532f241873dde19994"", ""4232e56f076d88a51c7768074d03b503eeef6f42"", ""9c3966a42c8e88132a5d49a63ae39a032f6f53a6"", ""c3e2d70f8bb8cf4106948f7473e5625fa70a04a7""]","[""b523d065b505435167aeeb8ac570753d31f61486"", ""b523d065b505435167aeeb8ac570753d31f61486"", ""b523d065b505435167aeeb8ac570753d31f61486"", ""b523d065b505435167aeeb8ac570753d31f61486"", ""b523d065b505435167aeeb8ac570753d31f61486""]","[""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion""]"
qmr,dev,34f2a2f349a2c146ad2891871cb36c3ba7f9103f,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""29743b55549957b2840fe53b5f703ce487b5c1ce"", ""443ba278d4c2d3652bff93c57e0dece256cce4d7"", ""5faf89cb0198762be0a7f4c56e46b827ab74def6"", ""a6ede4e45ed73bb113661c042eaa2657d2c8a7e3"", ""b1357ace8601a2948a59ba53e4db152ae7bcbf86""]","[""db2ee72b5e9852d8371685f637458d2b6f933ae8"", ""db2ee72b5e9852d8371685f637458d2b6f933ae8"", ""db2ee72b5e9852d8371685f637458d2b6f933ae8"", ""db2ee72b5e9852d8371685f637458d2b6f933ae8"", ""db2ee72b5e9852d8371685f637458d2b6f933ae8""]","[""Scenario Element Integration"", ""Scenario Element Integration"", ""Scenario Element Integration"", ""Scenario Element Integration"", ""Scenario Element Integration""]"
qmr,dev,35c1635ddb2a29aa0dc1c87b4aba3288dad80d7e,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""0525eeb3debdf218d99f9fb489738873d8788cea"", ""1f1cfa95b454b725b41694d56860554c0c9af9c6"", ""84e9eae8bd763da23ac2be7f583337182ba740ad"", ""9ab1bf35a1c05a0d05b45d75620e919312780063"", ""b6f21ab2a58616e1c3b9b47d7afafb3f3bdb406c""]","[""9d1179a873f8e7454e4075453ea96fee9e73ecff"", ""9d1179a873f8e7454e4075453ea96fee9e73ecff"", ""9d1179a873f8e7454e4075453ea96fee9e73ecff"", ""9d1179a873f8e7454e4075453ea96fee9e73ecff"", ""9d1179a873f8e7454e4075453ea96fee9e73ecff""]","[""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion""]"
qmr,dev,361a48aacda2476ae6830745ffd052afded33799,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""18e95d926183f5c9bcee205bd317af448c9b4bbb"", ""41755f9daf1b97b4889d6229b5d740bec63ca8fc"", ""6dd1d319d9e48e5e531488c90ee9c99b8afd57be"", ""c1d534993ecef38cf455154e43ff0459ae92db1e"", ""f2ce9bdbbf6be947ffa4940b026ab08df8a0ab47""]","[""bea4c701b5b8016ddc3f538300508271dc4dda99"", ""bea4c701b5b8016ddc3f538300508271dc4dda99"", ""bea4c701b5b8016ddc3f538300508271dc4dda99"", ""bea4c701b5b8016ddc3f538300508271dc4dda99"", ""bea4c701b5b8016ddc3f538300508271dc4dda99""]","[""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion""]"
qmr,dev,3638a0520a7fd8072f2e0441dbe3466882326b7a,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""0e54ffac34fa7f91e6f677878bf2da9c344ba8ed"", ""7023b6e6a13670710feb642a8d4467fdb4aabe77"", ""a131305ca30b6feb6781bc33fcfb74b3878753e2"", ""b4051701f15c19e1e4885b4986ab9a2dedd830f9"", ""f953bed6fad3a062089c98d4d4f523b8e6f22104""]","[""c305b07d3e5049944f2cbd8512d5e2a0d2096f3d"", ""c305b07d3e5049944f2cbd8512d5e2a0d2096f3d"", ""c305b07d3e5049944f2cbd8512d5e2a0d2096f3d"", ""c305b07d3e5049944f2cbd8512d5e2a0d2096f3d"", ""c305b07d3e5049944f2cbd8512d5e2a0d2096f3d""]","[""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control""]"
qmr,dev,3750d36425cafc2b4a598649f5395c24f3d70c68,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""0618ee749a296e32260659ce9bd1d7d7fb33217e"", ""093859561cd29aefd7cfa32e2c78b6c00a38b2ff"", ""2c83cf28af3f7db10caf3ec0bd2bbe59e56d10ff"", ""63d65310e4b5510385d40480c9f3ae3a8541d26b"", ""b166956353542bdc360db5a0aff5af774c41e938""]","[""2ec99513585fa81b368b7ede0183cc73436f33c5"", ""2ec99513585fa81b368b7ede0183cc73436f33c5"", ""2ec99513585fa81b368b7ede0183cc73436f33c5"", ""2ec99513585fa81b368b7ede0183cc73436f33c5"", ""2ec99513585fa81b368b7ede0183cc73436f33c5""]","[""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development""]"
qmr,dev,3875711d10f8afeb0164dd38d518352ffee07c73,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""4d8f816525e5bdd9ab950133a464634122cfd157"", ""549b07847f71f3b8345efb0bf3d6b374fe80b268"", ""5861fc5a69181b5806a00e81102268d2037df019"", ""659a4067624436b861e71d7c32ca3abae5666a23"", ""9f011ddabacb347fc553e1ac5601880c0322919d""]","[""9cf4454fa7d0f685a64a0967fe74cf6967ba4589"", ""9cf4454fa7d0f685a64a0967fe74cf6967ba4589"", ""9cf4454fa7d0f685a64a0967fe74cf6967ba4589"", ""9cf4454fa7d0f685a64a0967fe74cf6967ba4589"", ""9cf4454fa7d0f685a64a0967fe74cf6967ba4589""]","[""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration""]"
qmr,dev,38fc4f44f33daebb35d2abe2eb0d5070e7bda6f6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""130b9044b1debd72bd2bb3dabbcfc7081a1966bc"", ""1a015be39daf65db2c1ff112b72c2b04f851ac48"", ""4ebfdf536e6f81585029508942e48f3ede5bde12"", ""501ceb4748ee83b1e21db4ef13fd66e9e9dd3c22"", ""f75f15878b7f985fea4c549f8b86786fe7fbf951""]","[""2ec99513585fa81b368b7ede0183cc73436f33c5"", ""2ec99513585fa81b368b7ede0183cc73436f33c5"", ""2ec99513585fa81b368b7ede0183cc73436f33c5"", ""2ec99513585fa81b368b7ede0183cc73436f33c5"", ""2ec99513585fa81b368b7ede0183cc73436f33c5""]","[""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy""]"
qmr,dev,3a3b4f7fccde521cfe4d502a05cece29e5374c31,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""27485c398204d82432bad1e7dcad3678dd621587"", ""313921b3cf3e5953c2053884573a295cc80db6b1"", ""417b3acdb47d8f3efe175fc86ed792809a4b6476"", ""64dea26f1411f4aaa8b819f0cd1a947559918444"", ""6e685b12273465d0b50ddadf0991bd4a40990d46""]","[""6dfa5410ccd6bff4e82457549f460215c4105f79"", ""6dfa5410ccd6bff4e82457549f460215c4105f79"", ""6dfa5410ccd6bff4e82457549f460215c4105f79"", ""6dfa5410ccd6bff4e82457549f460215c4105f79"", ""6dfa5410ccd6bff4e82457549f460215c4105f79""]","[""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration""]"
qmr,dev,3b16b3fe3a7d5992fcd81d6912b8968757b23484,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""163e13fed61f40abae66fe52c3b2b6b0ddcff584"", ""6448cc4ede1bc9054405e143f1ee6cae8f3fc45c"", ""8408c7ab491bebac71d9baa76f71abfe93883ac3"", ""8ec856cbe2b919bcee384014a9ce48d8b71e52fd"", ""e024597dd73119309161b15f0dfbcf30ef380f00""]","[""2d32cd48b30f377b72a5069840cb071adf7553ca"", ""2d32cd48b30f377b72a5069840cb071adf7553ca"", ""2d32cd48b30f377b72a5069840cb071adf7553ca"", ""2d32cd48b30f377b72a5069840cb071adf7553ca"", ""2d32cd48b30f377b72a5069840cb071adf7553ca""]","[""Reasoning Process Rigor"", ""Reasoning Process Rigor"", ""Reasoning Process Rigor"", ""Reasoning Process Rigor"", ""Reasoning Process Rigor""]"
qmr,dev,3c89c3f8c6451e327f5b2c24f3090676d393d236,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""075727c51062c073b8a7606c029cdfae90f3b5b0"", ""1032b59f780c39c41a6f9fd1bbb178fcc370bbdb"", ""5267ae4000d94daa58f9e9c429796d141e6667fc"", ""6741852e8f60aa5515db3c0f9ea13ebc98f771b0"", ""927b4703db4e17f97244cc968010b7d2a2928d1e""]","[""fb39ec4c6f2f2003805ff213bc0dfbf8ce1be2df"", ""fb39ec4c6f2f2003805ff213bc0dfbf8ce1be2df"", ""fb39ec4c6f2f2003805ff213bc0dfbf8ce1be2df"", ""fb39ec4c6f2f2003805ff213bc0dfbf8ce1be2df"", ""fb39ec4c6f2f2003805ff213bc0dfbf8ce1be2df""]","[""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion""]"
qmr,dev,3db05dc88dada86e3f22d5c2ad0746ec3edd7a63,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""2510fcffaa716f093f5e5758d7cfb4ca5828b973"", ""5823b14c69c678794882808b30642a2dc552d7f9"", ""e3253981a557e2f539c9b33aeac32bcd9832317b"", ""e69a26814d3590fa41a1c1d4c5891f2ce4b097c4"", ""ec0da539497408ba90da4bbf7d4637b72684bc52""]","[""b523d065b505435167aeeb8ac570753d31f61486"", ""b523d065b505435167aeeb8ac570753d31f61486"", ""b523d065b505435167aeeb8ac570753d31f61486"", ""b523d065b505435167aeeb8ac570753d31f61486"", ""b523d065b505435167aeeb8ac570753d31f61486""]","[""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy""]"
qmr,dev,3dceba473bbad3454a46b568fa7b188897f12c46,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""142769c8ad0d050d2bc1e4f722188931823e3bb2"", ""2abdb2c39918d3516982a1ec83a154cda2b74e78"", ""5cd32cce70a364bcaee4733d7a976ef0579b8b95"", ""79a4c0b8698e1605dcffb9edc04fd2910671c24e"", ""f838e1db795797035278bb4065bc0990271ef64a""]","[""c6f22cd80053c6902385b62c5044122204f5cfb6"", ""c6f22cd80053c6902385b62c5044122204f5cfb6"", ""c6f22cd80053c6902385b62c5044122204f5cfb6"", ""c6f22cd80053c6902385b62c5044122204f5cfb6"", ""c6f22cd80053c6902385b62c5044122204f5cfb6""]","[""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support""]"
qmr,dev,3e215dc9cbf0d3e3df150145d8c6634183117292,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""93a8364c511993acdfe35e9c1a1b21c2fe479f3a"", ""a7ebea5bc9fce06d395f67772236bdefa7346c5a"", ""b879405b0ccf2967cb2d22d4baaaac6353f95d10"", ""d66a5bb268668934f2f7bbcc3cdceb0bf7311dc0"", ""f56db70ced9ec2e57494815fa1bdb9fee227faee""]","[""3bde34d7d722994a823dfe59375b0708f8ffa30d"", ""3bde34d7d722994a823dfe59375b0708f8ffa30d"", ""3bde34d7d722994a823dfe59375b0708f8ffa30d"", ""3bde34d7d722994a823dfe59375b0708f8ffa30d"", ""3bde34d7d722994a823dfe59375b0708f8ffa30d""]","[""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control""]"
qmr,dev,3f758065d4cf1fbe28701f754f9c2466bd8ab321,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""293b29a2622713babcb8a2dbc341d9f224d6c8b2"", ""2a2df83ec113e46b0061b47e958a73b62cd3f358"", ""ae218f59b2bdc08b36e9d5fc14db12e76a7af21e"", ""b90c66a2b2bfd098d8c48fac5c5abeb2d37b630f"", ""d7dfad3fc42945cc563185c1a18e2e2af3b22a5a""]","[""14ba3cb00f998348fe1c491eab066379d3bf192b"", ""14ba3cb00f998348fe1c491eab066379d3bf192b"", ""14ba3cb00f998348fe1c491eab066379d3bf192b"", ""14ba3cb00f998348fe1c491eab066379d3bf192b"", ""14ba3cb00f998348fe1c491eab066379d3bf192b""]","[""Motivation, Guidance & Positive Feedback"", ""Motivation, Guidance & Positive Feedback"", ""Motivation, Guidance & Positive Feedback"", ""Motivation, Guidance & Positive Feedback"", ""Motivation, Guidance & Positive Feedback""]"
qmr,dev,402a0dcab3326b5487970f9ebb036a20afc7c786,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""201a94e1e2ed32d07460c8f8459dea32dd92cd3f"", ""aa3c391809bea453d78a12298bc7b261bbe2b0ea"", ""b610b6e7840386a2923cfdcb8c692716ee4d2419"", ""e01e4988a30507f46dccf773bbe59ad155d9a896"", ""e74301cb3efff6322e159cf6c3490cb0586f8932""]","[""59ebbf3dea3260ad127a568cf1a6514d5611e0d9"", ""59ebbf3dea3260ad127a568cf1a6514d5611e0d9"", ""59ebbf3dea3260ad127a568cf1a6514d5611e0d9"", ""59ebbf3dea3260ad127a568cf1a6514d5611e0d9"", ""59ebbf3dea3260ad127a568cf1a6514d5611e0d9""]","[""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion""]"
qmr,dev,4073785964d729aa0af9d490151d305c501e21c8,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""2344f7712481acb079590b1b052c58451eaafdc7"", ""3262276c0eeb8d6c72d67e57acb6d9596c783bf3"", ""426a79b32e0b6b9a32abc8f2246ab9ebb83d7e01"", ""6ba1d9fdc2898cfa44f877e7724b403d08eaac96"", ""7175a2ca5335b82598f8cf6ff459922c22013bf1""]","[""35926f81037efd0b4c59ccf56bbc2c9f7d71e0e2"", ""35926f81037efd0b4c59ccf56bbc2c9f7d71e0e2"", ""35926f81037efd0b4c59ccf56bbc2c9f7d71e0e2"", ""35926f81037efd0b4c59ccf56bbc2c9f7d71e0e2"", ""35926f81037efd0b4c59ccf56bbc2c9f7d71e0e2""]","[""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support""]"
qmr,dev,408139eb57cb56acd2a3a66ea6a7010d5b2885e4,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""2b5d6b8e980e52f5fffe0dfbd34963e32a0b7c30"", ""4c646c69440f2582b479b0a5eafd80a31a54ae7e"", ""6bc36b99f77c520d1812a8ede03437e7a66317eb"", ""a6eb08529faccf8c0ab39bc97552c8a0308cb6fa"", ""d351b48addc76c4650e2f98a96c0bf4025fed4ee""]","[""af118a044e3b1291ec846f46ee9e224b55ec6e7a"", ""af118a044e3b1291ec846f46ee9e224b55ec6e7a"", ""af118a044e3b1291ec846f46ee9e224b55ec6e7a"", ""af118a044e3b1291ec846f46ee9e224b55ec6e7a"", ""af118a044e3b1291ec846f46ee9e224b55ec6e7a""]","[""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion""]"
qmr,dev,40b2604babc7f2d85e8ae5382714840ce5a5655f,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""134eaa403105a047e3df08f30d9aa8b39f9d9533"", ""4663ee5c34865d4a75438df31399fd2f3f965fb8"", ""63fd73045d31beadbace9450e724f9ddce2f5dbe"", ""8b0960f12507e1b3e48b5a31c9801096300a7355"", ""a3c2ff0a8698eb0973b3b9d3e5fb726193c7a38f""]","[""b523d065b505435167aeeb8ac570753d31f61486"", ""b523d065b505435167aeeb8ac570753d31f61486"", ""b523d065b505435167aeeb8ac570753d31f61486"", ""b523d065b505435167aeeb8ac570753d31f61486"", ""b523d065b505435167aeeb8ac570753d31f61486""]","[""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy""]"
qmr,dev,420941692ae0986fdaf144021275382295ca5c29,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""1e74f853fe7c30e4846473b3f9fb848763ceda29"", ""33d42d9c6d79c6370c06ea92d1b865c586ab91ec"", ""4dae68eec2954a26d0633f29635baf0027a759a1"", ""ba7b570ac1e1c9a88025a5727e0a7d0fefd42249"", ""dfe9abfbe0d98ace49e2edbd954b024228066950""]","[""c305b07d3e5049944f2cbd8512d5e2a0d2096f3d"", ""c305b07d3e5049944f2cbd8512d5e2a0d2096f3d"", ""c305b07d3e5049944f2cbd8512d5e2a0d2096f3d"", ""c305b07d3e5049944f2cbd8512d5e2a0d2096f3d"", ""c305b07d3e5049944f2cbd8512d5e2a0d2096f3d""]","[""Scenario Element Integration"", ""Scenario Element Integration"", ""Scenario Element Integration"", ""Scenario Element Integration"", ""Scenario Element Integration""]"
qmr,dev,424975c07d0d9ce464a689097eb9ef8758c42f64,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""224b7f0def389d373a9c1fce777566f094691054"", ""bb8b8eecaed74fd071a9638390bafe7e93778983"", ""debea221d9d25c841e2836940f68a1884e1399f3"", ""f7aba4353b2070b2444d42e17f527c87baeee41f"", ""f91816da64ab2988360e28b11e9d102230391d64""]","[""b62e6f2789e2f37733ad215d58a732b9fd77c233"", ""b62e6f2789e2f37733ad215d58a732b9fd77c233"", ""b62e6f2789e2f37733ad215d58a732b9fd77c233"", ""b62e6f2789e2f37733ad215d58a732b9fd77c233"", ""b62e6f2789e2f37733ad215d58a732b9fd77c233""]","[""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy""]"
qmr,dev,4304b79a4e47971709ba10e426bc7de75188145b,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""47976d64bff060311b90e73ab45ea42dbb944af0"", ""499c3aa3f71a4972478a06aa506800a6215529da"", ""8c19edb34a318f53760e435b21d41b942b1a502f"", ""d1c99c738e8f49c5b33faf4d0ec8334b4c1b8fbd"", ""f20cf328992247d61770ecf31045a9074d1b64de""]","[""6dfa5410ccd6bff4e82457549f460215c4105f79"", ""6dfa5410ccd6bff4e82457549f460215c4105f79"", ""6dfa5410ccd6bff4e82457549f460215c4105f79"", ""6dfa5410ccd6bff4e82457549f460215c4105f79"", ""6dfa5410ccd6bff4e82457549f460215c4105f79""]","[""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy""]"
qmr,dev,43ea37999aa61c1d4afd36e48c4e7bd09c6cfc19,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""4bf7aee3aef1ba09f73b1ce1d6a5a7277cc473bb"", ""5dfc98599baf8173838e58a86dc899ae0eccab82"", ""73ac20a43d386a9efa1336e21d2f0ee64d285aa5"", ""b7f44e092f46f982b08b06dd03ad2c64a10661d7"", ""edc0020b09c8a294f057ce2b0e9d7ab202ff91d3""]","[""2d32cd48b30f377b72a5069840cb071adf7553ca"", ""2d32cd48b30f377b72a5069840cb071adf7553ca"", ""2d32cd48b30f377b72a5069840cb071adf7553ca"", ""2d32cd48b30f377b72a5069840cb071adf7553ca"", ""2d32cd48b30f377b72a5069840cb071adf7553ca""]","[""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy""]"
qmr,dev,46302861346b882a9d4795f8071533a0fb0c700b,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""33b5ae9fd52e7149ca1d12acc3b53ae212673f4a"", ""586822cbf9d7088d3a9025040795dd1e934a777f"", ""85ad79e3f01e01cef8880a02efcbc11488b493f5"", ""8d6ee94dbee574cad4af4c07158c0a5487acd85a"", ""fb136637eee656c35e17933ac3739ab903f57a94""]","[""fdee3eafe1a0b0c9952436eb5c8fd2bb759f6b98"", ""fdee3eafe1a0b0c9952436eb5c8fd2bb759f6b98"", ""fdee3eafe1a0b0c9952436eb5c8fd2bb759f6b98"", ""fdee3eafe1a0b0c9952436eb5c8fd2bb759f6b98"", ""fdee3eafe1a0b0c9952436eb5c8fd2bb759f6b98""]","[""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development""]"
qmr,dev,46e441cf105749dd9c97dab6226122bd28394efc,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""2f3c2d48094a28d39d42a49beb854e2893a8e4e3"", ""2fe2a12537b91a00f7da295e6eac05e4c3325822"", ""5dc1207e9d7054be9b16780c5e27f7912d2f6f4b"", ""8859bda98ffdac3abedfcd7093a4b4117555c53e"", ""b2adf2304f8e74441fe73dd665fdb462a17ac02d""]","[""65ad2514e326632aed11da0c1bba1c5d71ade9d7"", ""65ad2514e326632aed11da0c1bba1c5d71ade9d7"", ""65ad2514e326632aed11da0c1bba1c5d71ade9d7"", ""65ad2514e326632aed11da0c1bba1c5d71ade9d7"", ""65ad2514e326632aed11da0c1bba1c5d71ade9d7""]","[""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion""]"
qmr,dev,489910047daa574d662f8a7692a5f2c260783dbe,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""22ef4391e2317071d735cc89cefc61714f67ab96"", ""58c8b9749496f43925892db648de6c8d9eedaccf"", ""6d6f7be3fb57fe5e5321a97ebeb38411d25dc945"", ""f8bf4aa0d0c24fa970a3d47004236f3fb8ebe12e"", ""fec243d0892771f4eb5fa6ad45e6db5046360180""]","[""e4d01b85df4567e5140f2b386f947d196784e009"", ""e4d01b85df4567e5140f2b386f947d196784e009"", ""e4d01b85df4567e5140f2b386f947d196784e009"", ""e4d01b85df4567e5140f2b386f947d196784e009"", ""e4d01b85df4567e5140f2b386f947d196784e009""]","[""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration""]"
qmr,dev,4969a6e48535bff4f1856435a29441fe5c625c4c,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""3818386103db06660674c058e893014a7d2dbe82"", ""451fd748755046d1d2c70739f52d2f1d7a39dead"", ""a88b753f6b8137c340011e7af4c5fe079e25e728"", ""ada93dfed3e8915669512930aa9ec3ff999d19ab"", ""d6c190a89e1b50ee1a4383487115cc6c3fe3e6f0""]","[""59ebbf3dea3260ad127a568cf1a6514d5611e0d9"", ""59ebbf3dea3260ad127a568cf1a6514d5611e0d9"", ""59ebbf3dea3260ad127a568cf1a6514d5611e0d9"", ""59ebbf3dea3260ad127a568cf1a6514d5611e0d9"", ""59ebbf3dea3260ad127a568cf1a6514d5611e0d9""]","[""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control""]"
qmr,dev,49a40c29bdb1c5432d3665e7a29c2e036efadb7c,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""1a158110b668cbe4fac1ffc0423cb11c4fc73e2a"", ""3e10b174e185fface59704e77248df67267c740e"", ""79c8f2a7f10ba714cce9fe6931f69d1e3e5db74e"", ""d1787d1ae4923b7b90eeb2f70c94bd2202c4f80a"", ""ee916678cb63a6fd141615ab2bd5f55d11ca4b5a""]","[""c6f22cd80053c6902385b62c5044122204f5cfb6"", ""c6f22cd80053c6902385b62c5044122204f5cfb6"", ""c6f22cd80053c6902385b62c5044122204f5cfb6"", ""c6f22cd80053c6902385b62c5044122204f5cfb6"", ""c6f22cd80053c6902385b62c5044122204f5cfb6""]","[""Scenario Element Integration"", ""Scenario Element Integration"", ""Scenario Element Integration"", ""Scenario Element Integration"", ""Scenario Element Integration""]"
